Product_Name,Price_AUD,Link,Computer type,Laptop series,Display size (inches),Screen size range,Resolution (Pixels),Screen Resolution,Refresh Rate (Hz),Processor Type,Processor Model Number,Processor Cores,Processor Memory Cache,Processor Max. Clock Speed (GHz),Copilot+ PC,AI features,RAM (GB),RAM type,SSD storage,SSD form factor,Total Storage,Graphics processor,HDMI ports,USB 3.2 Ports,USB-C Ports,USB (Type-C) Port,Headphone port (3.5mm),Webcam,Bluetooth,Backlit keyboard,Wi-Fi,Battery life,Battery WHr,Battery cell count,Operating system,Colour,Product Height (mm),Product Width (mm),Product Depth (mm),Product Weight (kg),Lightweight,Manufacturer's warranty,Display type,Touchscreen,Processor Clock Speed (GHz),USB Ports,Thunderbolt 4.0 ports,Charge port,Card reader,RAM speeds,Manufacturer's Warranty,USB 2.0 Ports,Expandable memory slot(s),Graphics memory,Gaming PC,Graphics card series,Ethernet / LAN ports,eMMC storage,Microsoft Surface type,Neural Processing Unit (NPU),TOPS (AI metric),Travel laptop,Surface Connect ports,Thunderbolt 5.0 ports,Battery capacity (mAh),PC Gaming Device,Memory type,Performance Laptop,Tablet Type,Aspect ratio,RAM module configuration,Flash storage,Expandable storage type,USB 3.1 Ports,Intel Evo device,Response Time (ms),Warranty notes,Thunderbolt 1.0 ports,Contains button battery,Product condition,Network compatibility,USB 3.0 Ports,Mini HDMI ports,Thunderbolt 3.0 ports,Internal memory,Power supply type,Virtual Assistant Built-in,Pack quantity
"Lenovo Legion 7 16IAX10 16"" WQXGA 240Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070]",2999,https://www.jbhifi.com.au/products/lenovo-legion-7-16iax10-16-wqxga-240hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core Ultra 9,Intel® Core™ Ultra 9 275HX,24 Core,36MB,5.4,,,32,DDR5 SDRAM,1TB,M.2,1TB,,1,2,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,84,,Windows 11 Home,White,361.7,263.4,17.9,2,,1 Year,OLED,,,,,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5070,,,,,,,,,,Gaming Laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"Lenovo Legion 5 Pro 16IAX10 16"" WQXGA 165Hz OLED Gaming Laptop (Intel Core Ultra 9)[GeForce RTX 5070]",2797,https://www.jbhifi.com.au/products/lenovo-legion-5-pro-16iax10-16-wqxga-165hz-oled-gaming-laptop-intel-core-ultra-9geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,165,Intel Core Ultra 9,Intel® Core™ Ultra 9 275HX,24 Core,36MB,5.4,,,32,DDR5 SDRAM,1TB,M.2,1TB,,1,3,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,80,,Windows 11 Home,Black,364.38,268.06,25.95,2.42,,1 Year,OLED,,,,,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming Laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 14s-dq6002TU 14"" HD laptop (Intel N-Series)[128GB]",358,https://www.jbhifi.com.au/products/hp-laptop-14s-dq6002tu-14-hd-laptop-intel-n-series128gb,Laptop,,14,"14"" to 14.9""",1366 x 768,HD,,Intel Processor N-Series,Intel® N150,4 Core,6MB L3,3.6,,,4,DDR4,,,128GB,Intel® UHD Graphics,1,,1,,,Yes,v5.4,No,Wi-Fi 6 (802.11 ax),,41,3,Windows 11 Home S,Silver,225,324,17.9,1.46,,1 Year,IPS,,1,2,,,,3200,,,,,,,,,,,,Yes,,,,,,,,,,128GB,,,,,,,,,,,,,,,,
"Microsoft Surface Pro Copilot+ PC 12"" Snapdragon X Plus 8 core/16GB/512GB (Ocean)",1188,https://www.jbhifi.com.au/products/microsoft-surface-pro-copilot-pc-12-snapdragon-x-plus-8-core-16gb-512gb-ocean,2 in 1,,12,"12"" to 12.9""",2196 x 1464 (220 PPI),,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes",,16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,,FHD,v5.4,,Wi-Fi 7 (802.11 be),,38.8,2,Windows 11 Home,Ocean Blue,36.3,209.3,293.3,1.143,,2 Years,PixelSense LCD display,Yes,,,,,,,,,,,,,,,Surface Pro,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop CoPilot+ PC 13"" Snapdragon X Plus 8 core/16GB/512GB (Violet)",1348,https://www.jbhifi.com.au/products/microsoft-surface-laptop-copilot-pc-13-snapdragon-x-plus-8-core-16gb-512gb-violet,Laptop,,13,"13"" to 13.9""",1920 x 1280,,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes",Copilot keyboard key,16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,Yes,FHD,v5.4,,Wi-Fi 7 (802.11 be),,50,4,Windows 11 Home,Violet,,,,,,2 Years,PixelSense™ Flow Display,Yes,,,,,,,,,,,,,,,Surface Laptop,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop CoPilot+ PC 13"" Snapdragon X Plus 8 core/16GB/512GB (Ocean)",1348,https://www.jbhifi.com.au/products/microsoft-surface-laptop-copilot-pc-13-snapdragon-x-plus-8-core-16gb-512gb-ocean,Laptop,,13,"13"" to 13.9""",1920 x 1280,,,Qualcomm Snapdragon,Snapdragon X Plus X1P-42-100,8 Core,30MB,3.4,"Yes, Yes","Copilot keyboard key, Copilot keyboard key",16,"LPDDR5x, LPDDR5x",512GB,,512GB,integrated,,,2,,Yes,FHD,v5.4,,Wi-Fi 7 (802.11 be),,50,4,Windows 11 Home,Ocean Blue,74.7,234.1,305,1.876,,2 Years,PixelSense™ Flow Display,Yes,,,,,,,,,,,,,,,Surface Laptop,Qualcomm Hexagon,45,Yes,1,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OmniBook 5 Flip 14"" 2K 2-in-1 Laptop (Intel Core i5)[Silver/256GB]",929,https://www.jbhifi.com.au/products/hp-omnibook-5-flip-14-2k-2-in-1-laptop-intel-core-i5silver-256gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,2K,,Intel Core i5,Intel® Core™ i5-1334U,10 Core,12MB L3,4.6,,,16,LPDDR5x,256GB,M.2,256GB,Intel® Iris® Xᵉ Graphics,1,,2,,Yes,Yes,v5.4,No,Wi-Fi 6 (802.11 ax),,68,4,Windows 11 Home,Silver,219.9,313,18.4,1.65,,1 Year,IPS,Yes,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop (Ryzen 9)[GeForce RTX 5070Ti]",2939,https://www.jbhifi.com.au/products/asus-rog-strix-g16-16-wuxga-165hz-gaming-laptop-ryzen-9geforce-rtx-5070ti,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,165,AMD Ryzen 9,AMD Ryzen™ 9 8940HX Processor,16 Core,,5.3,,,32,,1TB,M.2,1TB,,1,2,1,,,FHD,v5.3,Yes,Wi-Fi 6E (802.11 ax),,90,4,Windows 11 Home,Grey,30.4,354,264,2.5,,1 Year,IPS,,2.4,3,1,,,,,,2,12GB GDDR7,Yes,NVIDIA GeForce RTX 5070 Ti,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S16 16"" 2.5K Laptop (Copilot+ PC)[1TB]",1149,https://www.jbhifi.com.au/products/asus-vivobook-s16-16-2-5k-laptop-copilot-pc1tb,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,,Qualcomm Snapdragon,Snapdragon® X  X1 26 100,8 Core,,,Yes,,32,,1TB,M.2,1TB,Qualcomm® Adreno™ GPU,1,2,2,4.0,,FHD,v5.3,Yes,Wi-Fi 6E (802.11 ax),,70,3,Windows 11 Home,Silver,310,65,488,3.4,,1 Year,IPS,,2.97,4,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 3i 14"" WUXGA Laptop (Intel Core i5)[512GB]",699,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-3i-14-wuxga-laptop-intel-core-i5512gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,,60,Intel Core i5,13420H,8 Core,12MB,4.6,,,8,,512GB,,512GB,Integrated Intel® UHD Graphics,1,2,1,,,Yes,v5.2,,Wi-Fi 6 (802.11 ax),,50,,Windows 11 Home,Grey,314.4,222.1,17.9,1.39,,1 Year,IPS,,2.1,,,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus TUF Gaming F16 16"" FHD+ 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 4050]",1679,https://www.jbhifi.com.au/products/asus-tuf-gaming-f16-16-fhd-144hz-gaming-laptop-intel-core-i7geforce-rtx-4050,Laptop,,16,"15"" to 16.9""",1920x1200,,144,Intel Core i7,i7-13620H,10 Core,24MB,4.9,,,16,DDR5 SDRAM,512GB,M.2,512GB,NVIDIA® GeForce RTX™ 4050 Laptop GPU (194 AI TOPs),1,2,1,3.2,,HD,v5.3,Yes,Wi-Fi 6 (802.11 ax),1,56,4,Windows 11 Home,Grey,320,359,298,2.2,,1 Year,IPS,,2.4,3,1,,,,,,2,6GB GDDR6,Yes,NVIDIA GeForce RTX 4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 256GB/16GB (Sky Blue)",1799,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-256gb-16gb-sky-blue,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,256GB,,256GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Sky Blue,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 13-inch with M4 Chip, 512GB/24GB (Silver)",1999,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m4-chip-512gb-24gb-silver,MacBook Air,,13,"13"" to 13.9""",2560 x 1664,,,Apple M4,,10 Core,,,,,24,,512GB,,512GB,,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Silver,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 15-inch with M4 Chip, 512GB/16GB (Sky Blue)",2099,https://www.jbhifi.com.au/products/apple-macbook-air-15-inch-with-m4-chip-512gb-16gb-sky-blue,MacBook Air,,15.3,"15"" to 16.9""",2880 x 1864,,,Apple M4,,10 Core,,,,,16,,512GB,,512GB,10-core GPU,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Sky Blue,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 13-inch with M4 Chip, 512GB/24GB (Starlight)",1999,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m4-chip-512gb-24gb-starlight,MacBook Air,,13,"13"" to 13.9""",2560 x 1664,,,Apple M4,,10 Core,,,,,24,,256GB,,256GB,,,,,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours,,,MacOS Sequoia,Starlight,,,,,,1 Year,Liquid Retina LED-backlit display with IPS technology,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga Slim 7i Aura Edition 14"" 2.8K OLED Laptop (Intel Core Ultra 5)[1TB]",1399,https://www.jbhifi.com.au/products/lenovo-yoga-slim-7i-aura-edition-14-2-8k-oled-laptop-intel-core-ultra-51tb,Laptop,,14,"14"" to 14.9""",2880 x 1800,,,Intel Core Ultra 5,Intel® Core™ Ultra 5 226V,8 Core,8MB,4.5,Yes,,16,,1TB,,1TB,Integrated Intel® Arc™ Graphics 130V,1,1,2,,,Yes,v5.4,,Wi-Fi 7 (802.11 be),,70,,Windows 11 Home,Silver,13.9,312,219.3,1.19,,1 Year,OLED,,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"ASUS CX14 14"" Full HD Chromebook Laptop (Intel Core 3)[128GB]",399,https://www.jbhifi.com.au/products/asus-cx14-14-full-hd-chromebook-laptop-intel-core-3128gb,Chromebook,,14,"14"" to 14.9""",1920 x 1200,,,Intel Core i3,N355,Octa Core,,3.9,,,8,,,,,,1,1,2,3.2,,HD,v5.4,No,Wi-Fi 6 (802.11 ax),,45,3,Google Chrome,Grey,21.4,324.5,17,1.38,,1 Year,,,1.9,1,,,,,,,No,,No,,,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 14"" WUXGA Laptop (Snapdragon X Plus)[1TB]",1299,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-14-wuxga-laptop-snapdragon-x-plus1tb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Qualcomm Snapdragon,X Plus X1P-42-100,8 Core,,,Yes,,32,,1TB,,1TB,,1,2,2,,,Yes,v5.3,,Yes,,57,,Windows 11 Home,Grey,16.9,312,221,1.48,,1 Year,OLED,,3.4,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 14"" WUXGA Laptop (Snapdragon X Plus)[512GB]",999,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-14-wuxga-laptop-snapdragon-x-plus512gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,WUXGA,60,Qualcomm Snapdragon,X Plus X1P-42-100,8 Core,,,Yes,,16,,512GB,,512GB,,1,2,2,,,Yes,v5.3,,Yes,,57,,Windows 11 Home,Grey,16.9,312,221,1.48,,1 Year,IPS,,3.4,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"HP OmniBook Ultra 14"" 2.2K Laptop (Ryzen 9 AI HX 375)[1TB]",3699,https://www.jbhifi.com.au/products/hp-omnibook-ultra-14-2-2k-laptop-ryzen-9-ai-hx-3751tb,Laptop,,14,"14"" to 14.9""",2240x1400,,,AMD Ryzen 9,AMD Ryzen™ AI 9 HX 375,12 Core,24MB L3,5.1,Yes,,32,LPDDR5,1TB,M.2,1TB,AMD Radeon™ Graphics,,,,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,,4,Windows 11 Home,Silver,227.6,315.1,16.4,1.57,,1 Year,IPS,Yes,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Laptop (7th Edition) Copilot+ PC 15"" Snapdragon X Elite 12 core/16GB/1TB (Black)",2049,https://www.jbhifi.com.au/products/microsoft-surface-laptop-7th-edition-copilot-pc-15-snapdragon-x-elite-12-core-16gb-1tb-black,Laptop,,15,"15"" to 16.9""",2496 x 1664,,,Qualcomm Snapdragon,Snapdragon® X Elite,12 Core,,,Yes,"Microsoft Copilot, Copilot keyboard key",16,,1TB,,1TB,Qualcomm® Adreno™ GPU,,,2,,Yes,FHD,v5.3,,Wi-Fi 7 (802.11 be),,,,Windows 11 Home,Graphite,329,239,18.29,1.66,,1 Year,,,3.4,1,,,MicroSDXC Card Reader,,,,,,,,,,Surface Laptop 7th Edition,Hexagon,Up to 45,,1,,5806,,,,,,,,,,,,,,,,,,,,,,,
"Microsoft Surface Pro (11th Edition) Copilot+ PC 13"" Snapdragon X Plus 10 core/16GB/512GB (Sapphire)",1499,https://www.jbhifi.com.au/products/microsoft-surface-pro-11th-edition-copilot-pc-13-snapdragon-x-plus-10-core-16gb-512gb-sapphire,Tablet,,13,"13"" to 13.9""",2880 x 1920,,,Qualcomm Snapdragon,Snapdragon® X Plus,10 Core,42,3.4,Yes,"Microsoft Copilot, Copilot keyboard key",16,,512GB,,512GB,Integrated,,,2,,,1440p@30 fps (QHD) video,v5.4,,Wi-Fi 7 (802.11 be),Up to 14Hrs,,4,Windows 11 Home,Sapphire,9.3,287,206,0.895,Yes,1 Year,Touchscreen: 13” PixelSense™ Flow Display,Yes,3.4,,2,,,,,,,,,,,,Surface Pro 11th Edition,Hexagon,Up to 45,Yes,1,,6290,,,Yes,Surface Pro (11th Edition),3:2,,,,,,,,,,,,,,,,,,
"Lenovo Yoga 7 EVO 14"" WUXGA 2-in-1 OLED Laptop (Intel Core Ultra 7)[1TB]",1499,https://www.jbhifi.com.au/products/lenovo-yoga-7-evo-14-wuxga-2-in-1-oled-laptop-intel-core-ultra-71tb,2 in 1,,14,"14"" to 14.9""",1920x1200,WUXGA,60,Intel Core Ultra 7,155H,16 Core,24MB,4.8,,,16,DDR5 SDRAM,1TB,,1TB,INTEGRATED,1,1,,,Yes,FHD 1080p + IR with Privacy Shutter,v5.2,,Wi-Fi 6E (802.11 ax),,71,,Windows 11 Home,Grey,222.13,317.72,16.64,1.49,,1 Year,OLED,Yes,1.4,,2,,Micro SD,,,,,INTEGRATED,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
"Asus E510 15.6"" Full HD Laptop (256GB)[Intel Pentium Silver]",499,https://www.jbhifi.com.au/products/asus-e510-15-6-full-hd-laptop-256gbintel-pentium-silver,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,Intel Pentium Silver,N6000,Quad Core,4MB,3.3,,,8,DDR4 SDRAM,256GB,M.2,256GB,Intel HD,1,1,1,3.2,Yes,Yes,v4.1,,Wi-Fi 5 (802.11 ac),Up to 8 hours (typical device usage),42,3,Windows 11 Home,Blue,236.4,360.2,18.1,1.57,,1 Year,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP OMEN 16-am0146TX 16"" WUXGA 165Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5060]",2899,https://www.jbhifi.com.au/products/hp-omen-16-am0146tx-16-wuxga-165hz-gaming-laptop-intel-core-i7geforce-rtx-5060,Laptop,,16,"15"" to 16.9""",1920 x 1200,WUXGA,165,Intel Core i7,Intel® Core™ i7-14650HX,16 Core,30MB L3,5.2,,,24,DDR5 SDRAM,1TB,M.2,1TB,,1,,1,,,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,83,6,Windows 11 Home,Black,269,357.5,23.7,2.43,,1 Year,IPS,,2.2,2,,,,5600,,,,8GB,,NVIDIA GeForce RTX 5060,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
"HP OmniBook 5 NG AI 16"" 2K Laptop (Ryzen AI 7)[512GB]",2399,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-16-2k-laptop-ryzen-ai-7512gb,Laptop,,16,"15"" to 16.9""",1920 x 1200,2K,,AMD Ryzen AI 7,AMD Ryzen™ AI 7 350,8 Core,16MB L3,5,,,32,LPDDR5x,512GB,M.2,512GB,AMD Radeon™ 860M Graphics,1,,2,,Yes,Yes,v5.4,Yes,Wi-Fi 6 (802.11 ax),,59,3,Windows 11 Home,Silver,254.8,357.7,17.9,1.79,,1 Year,IPS,Yes,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad 5 14"" 2K OLED 2-in-1 Laptop (Copilot+ PC)[512GB]",948,https://www.jbhifi.com.au/products/lenovo-ideapad-5-14-2k-oled-2-in-1-laptop-copilot-pc512gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,,60,Qualcomm Snapdragon,Snapdragon X X1-26-100,8 Core,30MB,3,Yes,,16,,512GB,,512GB,Integrated Qualcomm® Adreno™ GPU,1,2,2,,Yes,Yes,v5.4,Yes,Wi-Fi 7 (802.11 be),,57,,Windows 11 Home,Grey,17.5,313,227,1.49,,1 Year,OLED,Yes,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Pro 16-inch with M4 Pro Chip, 512GB/24GB (Space Black)[2024]",3877,https://www.jbhifi.com.au/products/apple-macbook-pro-16-inch-with-m4-pro-chip-512gb-24gb-space-black2024,MacBook Pro,,16.2,,3456 x 2234,Liquid Retina XDR display,,Apple M4 Pro,,,,,,,24,,512GB,,512GB,,1,,,,Yes,Yes,v5.3,,Wi-Fi 6E (802.11 ax),Up to 24 hours video streaming,,,,Space Black,399,74,290,,,,,,,,,MagSafe 3,SDXC,,1 Year,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"MSI Thin A15 15"" FHD 144Hz Gaming Laptop (Ryzen 7) [GeForce RTX 3050]",1299,https://www.jbhifi.com.au/products/msi-thin-a15-15-fhd-144hz-gaming-laptop-ryzen-7-geforce-rtx-3050,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,,AMD Ryzen 7,Ryzen 7 7735HS,8 Core,16MB,4.75,,,8,DDR5-4800,512GB,,512GB,,1,3,1,,,HD type (30fps@720p),v5.3,Yes,Wi-Fi 6E (802.11 ax),,52.4,3,Windows 11 Home,Grey,21.7,359,254,1.86,,1 Year,IPS-Level,,3.2,,,,,,,,,4GB,Yes,NVIDIA GeForce RTX 3050,1,,,,,,,,4600,Gaming Laptop,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad S1i 14"" HD Laptop (Intel Celeron)[128GB]",449,https://www.jbhifi.com.au/products/lenovo-ideapad-s1i-14-hd-laptop-intel-celeron128gb,Laptop,,14,"14"" to 14.9""",1366 x 768,,60,Intel Core Celeron,N4500,Dual Core,4MB L3,2.8,,,4,DDR4 SDRAM,,,,Integrated Intel® UHD Graphics,1,1,1,3.2,Yes,Yes,v5.2,No,Wi-Fi 6 (802.11 ax),,42,3,Windows 11 Home S,Grey,216.5,17.9,325.3,1.31,,1 Year,TN,,1.1,,,,SD,2933,,1,Yes,,,,,128GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple MacBook Air 13-inch with M3 Chip, 10-core GPU, 512GB/16GB (Silver)[2024]",1744,https://www.jbhifi.com.au/products/apple-macbook-air-13-inch-with-m3-chip-10-core-gpu-512gb-16gb-silver2024,MacBook Air,,13.6,"13"" to 13.9""",2560 x 1664,Liquid Retina display,,Apple M3,,8 Core,,,,,16,,512GB,,512GB,,,,,,Yes,HD,v5.3,Yes,Wi-Fi 6E (802.11 ax),Up to 18 hours Apple TV app movie playback,,,MacOS Sonoma,Silver,,,,,Yes,1 Year,Liquid Retina,,,,2,MagSafe 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Yoga 7 EVO 14"" WUXGA 2-in-1 OLED Laptop (Intel Core Ultra 5)[512GB]",1199,https://www.jbhifi.com.au/products/lenovo-yoga-7-evo-14-wuxga-2-in-1-oled-laptop-intel-core-ultra-5512gb,2 in 1,,14,"14"" to 14.9""",1920x1200,WUXGA,60,Intel Core Ultra 5,125H,14 Core,18MB,4.5,,,16,DDR5 SDRAM,512GB,,512GB,INTEGRATED,1,1,,,Yes,FHD 1080p + IR with Privacy Shutter,v5.2,,Wi-Fi 6E (802.11 ax),,71,,Windows 11 Home,Grey,222.13,317.72,16.64,1.49,,1 Year,OLED,Yes,1.2,,2,,Micro SD,,,,,INTEGRATED,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop (Intel Core i7)[GeForce RTX 5060]",1798,https://www.jbhifi.com.au/products/lenovo-loq-15-6-fhd-144hz-gaming-laptop-intel-core-i7geforce-rtx-5060,Laptop,,15.6,"15"" to 16.9""",1920 x 1080,Full HD,144,Intel Core i7,Intel® Core™ i7-13650HX,14 Core,24MB,4.9,,,24,,1TB,,1TB,,1,3,1,,Yes,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,60,,Windows 11 Home,Grey,359.86,258.7,23.9,2.4,,1 Year,IPS,,,,,,,,,,,8GB,Yes,NVIDIA GeForce RTX 5060,1,,,,,,,,,Gaming laptop,GDDR7,,,,,,,,,,,,,,,,,,,,,
"HP OMEN 16-am0007TX 16"" WQXGA 240Hz Gaming Laptop (Intel Core i9)[GeForce RTX 5070]",2799,https://www.jbhifi.com.au/products/hp-omen-16-am0007tx-16-wqxga-240hz-gaming-laptop-intel-core-i9geforce-rtx-5070,Laptop,,16,"15"" to 16.9""",2560 x 1600,WQXGA,240,Intel Core i9,Intel® Core™ i9-14900HX,24 Core,36MB L3,5.8,,,32,DDR5 SDRAM,1TB,M.2,1TB,,1,,1,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,83,6,Windows 11 Home,Black,269,357.5,23.7,2.43,,1 Year,IPS,,2.2,2,,,,5600,,,,8GB,Yes,NVIDIA GeForce RTX 5070,1,,,,,,,,,Gaming Laptop,,,,,,,,,,3,,,,,,,,,,,,
"HP OmniBook 5 NG AI PC 14"" WUXGA OLED Copilot+ PC Touch Laptop (Snapdragon X Plus)[512GB/32GB]",1499,https://www.jbhifi.com.au/products/hp-omnibook-5-ng-ai-pc-14-wuxga-oled-copilot-pc-touch-laptop-snapdragon-x-plus512gb-32gb,Laptop,,14,"14"" to 14.9""",1920 x 1200,,,Qualcomm Snapdragon,QC Snapdragon X Plus - X1P-42-100,8 Core,30MB L2,3.2,Yes,,32,LPDDR5,512GB,M.2,512GB,Qualcomm Adreno GPU,,,2,,Yes,Yes,v5.3,Yes,Wi-Fi 6E (802.11 ax),,59,3,Windows 11 Home,Silver,217.5,312.1,12.6,1.35,,1 Year,OLED,Yes,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP Laptop 14s-dq3002TU 14"" Full HD laptop (Intel Pentium Silver)[256GB]",499,https://www.jbhifi.com.au/products/hp-laptop-14s-dq3002tu-14-full-hd-laptop-intel-pentium-silver256gb,Laptop,,14,"14"" to 14.9""",1920 x 1080,Full HD,,Intel Core Pentium,Intel® Pentium® Silver N6000,4 Core,4MB L3,3.3,,,8,DDR4,256GB,M.2,256GB,Intel® UHD Graphics,1,,1,,,Yes,v5.4,No,Wi-Fi 6 (802.11 ax),,41,3,Windows 11 Home,Silver,225,324,17.9,1.46,,1 Year,IPS,,1,2,,,,2933,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Slim 5 16"" 3K 120Hz Laptop (Intel Core Ultra 7)[1TB]",2299,https://www.jbhifi.com.au/products/lenovo-ideapad-slim-5-16-3k-120hz-laptop-intel-core-ultra-71tb,Laptop,,16,"15"" to 16.9""",2880 x 1800,3K,120,Intel Core Ultra 7,255H,16 Core,24MB,5.1,,,32,,1TB,,1TB,,1,2,2,,,Yes,v5.2,Yes,Wi-Fi 6 (802.11 ax),,60,,Windows 11 Home,Blue,356.5,250.6,16.9,1.69,,1 Year,OLED,,,,,,Micro SD,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
